ID,Study,Year,Title,Author(s),URL,Language,Location,Soil Type,Latitude,Longitude,Altitude,Climate,Precipitation (mm),Mean Annual Temperature (°C),Microbes ,Crop,Data Extracted,Funding,Conventional/organic/conservation,Specific Practices,Length of Experiment,Soil Level,Experiment Type,Include?,Reason,Management,Crop.Rotation,Measure of Diversity,m1i,sd1i,n1i,Unit,Measure of Abundance,Abundance,Variance
29.1,Funghi,2021,Organic and conservation agriculture promote ecosystem multifunctionality,"Raphael A. Wittwer, S. Franz Bender, Kyl Hartman, Sofia Hydbom, Ruy A. A. Lim, Viviana Loaiza, Thomas Nemecek, Fritz Oehl, Pal Axel Olsson, Marcel G. A. Van der Heijden",https://www.science.org/doi/full/10.1126/sciadv.abg6995,English,"Zurich, Switzerland",Inceptisol,47°26’N,8°31’E,n/a,Cfb,1054,9.4,"Bacteria, Funghi",Maize,"Diversity, abundance",Swiss Federal Office for Agriculture,"Conventional, organic","Tillage, fertilisation, pesticides",6,Bulk,Field,Yes,Provides good diversity and abundance data,Organic,"Forage pea, winter wheat, maize, field bean, grass-clover ley",Operational Taxonomic Units (OTUs),590,32,4,SD,Funghal PLFA,14.6,2.4
29.1,Funghi,2021,Organic and conservation agriculture promote ecosystem multifunctionality,"Raphael A. Wittwer, S. Franz Bender, Kyl Hartman, Sofia Hydbom, Ruy A. A. Lim, Viviana Loaiza, Thomas Nemecek, Fritz Oehl, Pal Axel Olsson, Marcel G. A. Van der Heijden",https://www.science.org/doi/full/10.1126/sciadv.abg6995,English,"Zurich, Switzerland",Inceptisol,47°26’N,8°31’E,n/a,Cfb,1054,9.4,"Bacteria, Funghi",Maize,"Diversity, abundance",Swiss Federal Office for Agriculture,"Conventional, organic","Tillage, fertilisation, pesticides",6,Bulk,Field,Yes,Provides good diversity and abundance data,Organic,"Forage pea, winter wheat, maize, field bean, grass-clover ley",Operational Taxonomic Units (OTUs),563,90,4,SD,Funghal PLFA,16.6,1.4
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),5.8,0.3,2,SD,n/a,n/a,n/a
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),3.3,0.09,2,SD,n/a,n/a,n/a
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),3.4,0.09,2,SD,n/a,n/a,n/a
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),5.8,0.3,2,SD,n/a,n/a,n/a
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Organic,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),3.6,0.9,2,SD,n/a,n/a,n/a
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Organic,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),3.6,0.7,2,SD,n/a,n/a,n/a
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Organic,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),3.6,0.5,2,SD,n/a,n/a,n/a
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),5.2,0.5,2,SD,n/a,n/a,n/a
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),6,0.1,2,SD,n/a,n/a,n/a
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),6,0.2,2,SD,n/a,n/a,n/a
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),5.1,0.2,2,SD,n/a,n/a,n/a
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Organic,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.9,1.7,2,SD,n/a,n/a,n/a
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Organic,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),5.2,0.7,2,SD,n/a,n/a,n/a
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Organic,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),5.1,0.4,2,SD,n/a,n/a,n/a
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4,3.5,2,SD,n/a,n/a,n/a
30,Bacteria,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),5.2,1.8,2,SD,n/a,n/a,n/a
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.5,0.3,2,SD,n/a,n/a,n/a
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.1,0.5,2,SD,n/a,n/a,n/a
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.1,0.02,2,SD,n/a,n/a,n/a
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.5,0.3,2,SD,n/a,n/a,n/a
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Organic,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.1,0.05,2,SD,n/a,n/a,n/a
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Organic,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.2,0.04,2,SD,n/a,n/a,n/a
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Organic,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.1,0.1,2,SD,n/a,n/a,n/a
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.3,0.2,2,SD,n/a,n/a,n/a
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.7,0.2,2,SD,n/a,n/a,n/a
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.7,0.4,2,SD,n/a,n/a,n/a
